county,date,other,delta,omicron,epsilon,alpha,iota,gamma,zeta,mu,beta
Contra Costa,2022-01-13,5,1,15,0,0,0,0,0,0,0
Contra Costa,2022-01-14,4,0,16,0,0,0,0,0,0,0
Contra Costa,2022-01-15,0,1,13,0,0,0,0,0,0,0
Contra Costa,2022-01-16,5,0,9,0,1,0,0,0,0,0
Contra Costa,2022-01-17,5,0,15,0,0,0,0,0,0,0
Contra Costa,2022-01-18,8,1,14,0,0,0,0,0,0,0
Contra Costa,2022-01-19,6,0,18,0,0,0,0,0,0,0
Contra Costa,2022-01-20,6,5,15,0,0,0,0,0,0,0
Contra Costa,2022-01-21,5,1,17,0,0,0,0,0,0,0
Contra Costa,2022-01-22,3,1,10,0,0,0,0,0,0,0
Contra Costa,2022-01-23,8,1,17,0,0,0,0,0,0,0
Contra Costa,2022-01-24,6,1,25,0,0,0,0,0,0,0
Contra Costa,2022-01-25,10,1,25,0,0,0,0,0,0,0
Contra Costa,2022-01-26,10,2,27,0,0,0,0,0,0,0
Contra Costa,2022-01-27,14,0,63,0,0,0,0,0,0,0
Contra Costa,2022-01-28,6,4,30,0,0,0,0,0,0,0
Contra Costa,2022-01-29,4,0,27,0,0,0,0,0,0,0
Contra Costa,2022-01-30,3,0,36,0,0,0,0,0,0,0
Contra Costa,2022-01-31,12,2,103,0,0,0,0,0,0,0
Contra Costa,2022-02-01,13,1,77,0,0,0,0,0,0,0
Contra Costa,2022-02-02,19,0,61,0,0,0,0,0,0,0
Contra Costa,2022-02-03,6,4,20,0,0,0,0,0,0,0
Contra Costa,2022-02-04,5,1,21,0,0,0,0,0,0,0
Contra Costa,2022-02-05,0,0,16,0,0,0,0,0,0,0
Contra Costa,2022-02-06,3,2,32,0,0,0,0,0,0,0
Contra Costa,2022-02-07,14,1,75,0,0,0,0,0,0,0
Contra Costa,2022-02-08,7,0,67,0,0,0,0,0,0,0
Contra Costa,2022-02-09,6,1,44,0,0,0,0,0,0,0
Contra Costa,2022-02-10,3,0,42,0,0,0,0,0,0,0
Contra Costa,2022-02-11,2,0,58,0,0,0,0,0,0,0
Contra Costa,2022-02-12,5,0,39,0,0,0,0,0,0,0
Contra Costa,2022-02-13,10,0,39,0,0,0,0,0,0,0
Contra Costa,2022-02-14,10,0,71,0,0,0,0,0,0,0
Contra Costa,2022-02-15,11,0,45,0,0,0,0,0,0,0
Contra Costa,2022-02-16,10,0,49,0,0,0,0,0,0,0
Contra Costa,2022-02-17,6,0,28,0,0,0,0,0,0,0
Contra Costa,2022-02-18,8,0,29,0,0,0,0,0,0,0
Contra Costa,2022-02-19,4,0,12,0,0,0,0,0,0,0
Contra Costa,2022-02-20,3,0,17,0,0,0,0,0,0,0
Contra Costa,2022-02-21,4,0,21,0,0,0,0,0,0,0
Contra Costa,2022-02-22,11,0,39,0,0,0,0,0,0,0
Contra Costa,2022-02-23,7,0,25,0,0,0,0,0,0,0
Contra Costa,2022-02-24,4,0,24,0,0,0,0,0,0,0
Contra Costa,2022-02-25,6,0,21,0,0,0,0,0,0,0
Contra Costa,2022-02-26,2,0,20,0,0,0,0,0,0,0
Contra Costa,2022-02-27,1,0,7,0,0,0,0,0,0,0
Contra Costa,2022-02-28,4,0,15,0,0,0,0,0,0,0
Contra Costa,2022-03-01,5,0,21,0,0,0,0,0,0,0
Contra Costa,2022-03-02,8,0,18,0,0,0,0,0,0,0
Contra Costa,2022-03-03,9,0,22,0,0,0,0,0,0,0
Contra Costa,2022-03-04,4,0,17,0,0,0,0,0,0,0
Contra Costa,2022-03-05,3,0,16,0,0,0,0,0,0,0
Contra Costa,2022-03-06,1,0,8,0,0,0,0,0,0,0
Contra Costa,2022-03-07,6,0,11,0,0,0,0,0,0,0
Contra Costa,2022-03-08,3,0,24,0,0,0,0,0,0,0
Contra Costa,2022-03-09,5,0,13,0,0,0,0,0,0,0
Contra Costa,2022-03-10,8,0,20,0,0,0,0,0,0,0
Contra Costa,2022-03-11,3,0,14,0,0,0,0,0,0,0
Contra Costa,2022-03-12,0,0,3,0,0,0,0,0,0,0
Contra Costa,2022-03-13,0,0,11,0,0,0,0,0,0,0
Contra Costa,2022-03-14,9,0,15,0,0,0,0,0,0,0
Contra Costa,2022-03-15,4,0,19,0,0,0,0,0,0,0
Contra Costa,2022-03-16,3,0,17,0,0,0,0,0,0,0
Contra Costa,2022-03-17,3,0,14,0,0,0,0,0,0,0
Contra Costa,2022-03-18,2,0,13,0,0,0,0,0,0,0
Contra Costa,2022-03-19,2,0,15,0,0,0,0,0,0,0
Contra Costa,2022-03-20,1,0,8,0,0,0,0,0,0,0
Contra Costa,2022-03-21,8,0,17,0,0,0,0,0,0,0
Contra Costa,2022-03-22,2,0,22,0,0,0,0,0,0,0
Contra Costa,2022-03-23,2,0,15,0,0,0,0,0,0,0
Contra Costa,2022-03-24,3,0,16,0,0,0,0,0,0,0
Contra Costa,2022-03-25,5,0,13,0,0,0,0,0,0,0
Contra Costa,2022-03-26,0,0,11,0,0,0,0,0,0,0
Contra Costa,2022-03-27,1,0,13,0,0,0,0,0,0,0
Contra Costa,2022-03-28,3,0,21,0,0,0,0,0,0,0
Contra Costa,2022-03-29,0,0,17,0,0,0,0,0,0,0
Contra Costa,2022-03-30,1,0,10,0,0,0,0,0,0,0
Contra Costa,2022-03-31,1,0,13,0,0,0,0,0,0,0
Contra Costa,2022-04-01,5,0,12,0,0,0,0,0,0,0
Contra Costa,2022-04-02,2,0,7,0,0,0,0,0,0,0
Contra Costa,2022-04-03,0,0,11,0,0,0,0,0,0,0
Contra Costa,2022-04-04,4,0,14,0,0,0,0,0,0,0
Contra Costa,2022-04-05,5,0,9,0,0,0,0,0,0,0
Contra Costa,2022-04-06,3,0,18,0,0,0,0,0,0,0
Contra Costa,2022-04-07,5,0,12,0,0,0,0,0,0,0
Contra Costa,2022-04-08,6,0,16,0,0,0,0,0,0,0
Contra Costa,2022-04-09,3,0,3,0,0,0,0,0,0,0
Contra Costa,2022-04-10,2,0,3,0,0,0,0,0,0,0
Contra Costa,2022-04-11,9,0,31,0,0,0,0,0,0,0
Contra Costa,2022-04-12,11,0,28,0,0,0,0,0,0,0
Contra Costa,2022-04-13,8,0,17,0,0,0,0,0,0,0
Contra Costa,2022-04-14,4,0,13,0,0,0,0,0,0,0
Contra Costa,2022-04-15,8,0,30,0,0,0,0,0,0,0
Contra Costa,2022-04-16,0,0,3,0,0,0,0,0,0,0
Contra Costa,2022-04-17,1,0,2,0,0,0,0,0,0,0
Contra Costa,2022-04-18,8,0,37,0,0,0,0,0,0,0
Contra Costa,2022-04-19,3,0,17,0,0,0,0,0,0,0
Contra Costa,2022-04-20,6,0,24,0,0,0,0,0,0,0
Contra Costa,2022-04-21,6,0,11,0,0,0,0,0,0,0
Contra Costa,2022-04-22,6,0,17,0,0,0,0,0,0,0
Contra Costa,2022-04-23,1,0,6,0,0,0,0,0,0,0
Contra Costa,2022-04-24,1,0,1,0,0,0,0,0,0,0
Contra Costa,2022-04-25,8,0,11,0,0,0,0,0,0,0
Contra Costa,2022-04-26,3,0,6,0,0,0,0,0,0,0
Contra Costa,2022-04-27,6,0,11,0,0,0,0,0,0,0
Contra Costa,2022-04-28,4,0,8,0,0,0,0,0,0,0
Contra Costa,2022-04-29,0,0,1,0,0,0,0,0,0,0
Contra Costa,2022-05-02,0,0,1,0,0,0,0,0,0,0
Contra Costa,2022-05-04,0,0,2,0,0,0,0,0,0,0
Contra Costa,2022-05-06,1,0,0,0,0,0,0,0,0,0
Contra Costa,2022-05-07,1,0,0,0,0,0,0,0,0,0
Contra Costa,2022-05-10,1,0,0,0,0,0,0,0,0,0
Del Norte,2021-12-04,0,1,0,0,0,0,0,0,0,0
Del Norte,2021-12-13,0,1,0,0,0,0,0,0,0,0
Del Norte,2021-12-14,0,2,0,0,0,0,0,0,0,0
Del Norte,2022-01-03,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-01-04,0,0,3,0,0,0,0,0,0,0
Del Norte,2022-01-08,0,1,0,0,0,0,0,0,0,0
Del Norte,2022-01-20,1,0,0,0,1,0,0,0,0,0
Del Norte,2022-01-27,0,0,3,0,0,0,0,0,0,0
Del Norte,2022-01-28,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-02-01,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-02,1,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-08,0,0,3,0,0,0,0,0,0,0
Del Norte,2022-02-09,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-10,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-02-11,1,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-12,1,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-14,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-02-16,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-17,0,0,3,0,0,0,0,0,0,0
Del Norte,2022-02-19,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-24,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-02-25,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-02-26,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-02-28,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-03-01,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-03-03,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-03-08,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-03-10,0,0,2,0,0,0,0,0,0,0
Del Norte,2022-03-11,0,0,1,0,0,0,0,0,0,0
Del Norte,2022-03-24,0,0,1,0,0,0,0,0,0,0
El Dorado,2021-12-02,0,1,0,0,0,0,0,0,0,0
El Dorado,2021-12-03,0,8,0,0,0,0,0,0,0,0
El Dorado,2021-12-04,0,2,0,0,0,0,0,0,0,0
El Dorado,2021-12-06,0,3,0,0,0,0,0,0,0,0
El Dorado,2021-12-07,0,6,0,0,0,0,0,0,0,0
El Dorado,2021-12-08,0,4,0,0,0,0,0,0,0,0
El Dorado,2021-12-09,0,9,0,0,0,0,0,0,0,0
El Dorado,2021-12-10,0,2,0,0,0,0,0,0,0,0
El Dorado,2021-12-12,0,3,0,0,0,0,0,0,0,0
El Dorado,2021-12-13,1,1,0,0,0,0,0,0,0,0
El Dorado,2021-12-14,0,5,1,0,0,0,0,0,0,0
El Dorado,2021-12-15,0,1,0,0,0,0,0,0,0,0
El Dorado,2021-12-16,0,1,0,0,0,0,0,0,0,0
El Dorado,2021-12-17,1,5,1,0,0,0,0,0,0,0
El Dorado,2021-12-18,0,0,1,0,0,0,0,0,0,0
El Dorado,2021-12-19,0,1,0,0,0,0,0,0,0,0
El Dorado,2021-12-20,0,2,5,0,0,0,0,0,0,0
El Dorado,2021-12-21,0,1,1,0,0,0,0,0,0,0
El Dorado,2021-12-22,0,1,0,0,0,0,0,0,0,0
El Dorado,2021-12-23,0,1,1,0,0,0,0,0,0,0
El Dorado,2021-12-27,0,1,1,0,0,0,0,0,0,0
El Dorado,2021-12-28,0,0,1,0,0,0,0,0,0,0
El Dorado,2021-12-29,0,4,8,0,1,0,0,0,0,0
El Dorado,2021-12-30,1,0,6,1,0,0,0,0,0,0
El Dorado,2022-01-03,1,0,1,0,0,0,0,0,0,0
El Dorado,2022-01-04,0,1,4,0,0,0,0,0,0,0
El Dorado,2022-01-05,1,0,0,1,0,0,0,0,0,0
El Dorado,2022-01-06,0,0,8,0,0,0,0,0,0,0
El Dorado,2022-01-07,0,1,4,0,0,0,0,0,0,0
El Dorado,2022-01-08,0,0,8,0,0,0,0,0,0,0
El Dorado,2022-01-09,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-01-10,1,0,4,0,0,0,0,0,0,0
El Dorado,2022-01-11,0,1,2,1,0,0,0,0,0,0
El Dorado,2022-01-12,4,0,6,1,0,0,0,0,0,0
El Dorado,2022-01-15,1,0,1,0,0,0,0,0,0,0
El Dorado,2022-01-17,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-01-18,1,1,1,1,0,0,0,0,0,0
El Dorado,2022-01-19,1,0,0,0,0,0,0,0,0,0
El Dorado,2022-01-20,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-01-21,0,0,4,0,1,0,0,0,0,0
El Dorado,2022-01-22,1,0,3,0,0,0,0,0,0,0
El Dorado,2022-01-23,1,0,3,0,0,0,0,0,0,0
El Dorado,2022-01-24,0,0,0,0,0,0,1,0,0,0
El Dorado,2022-01-25,2,0,0,0,0,0,0,0,0,0
El Dorado,2022-01-26,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-01-27,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-01-28,2,0,4,0,0,0,0,0,0,0
El Dorado,2022-01-30,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-01-31,1,0,7,0,0,0,0,0,0,0
El Dorado,2022-02-01,2,0,7,0,0,0,0,0,0,0
El Dorado,2022-02-02,1,0,9,0,0,0,0,0,0,0
El Dorado,2022-02-03,1,0,1,0,0,0,0,0,0,0
El Dorado,2022-02-06,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-02-07,4,0,4,0,0,0,0,0,0,0
El Dorado,2022-02-08,0,0,7,0,0,0,0,0,0,0
El Dorado,2022-02-09,0,0,7,0,0,0,0,0,0,0
El Dorado,2022-02-10,1,0,4,0,0,0,0,0,0,0
El Dorado,2022-02-11,0,0,4,0,0,0,0,0,0,0
El Dorado,2022-02-12,0,0,5,0,0,0,0,0,0,0
El Dorado,2022-02-13,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-02-14,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-02-15,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-02-16,2,0,6,0,0,0,0,0,0,0
El Dorado,2022-02-17,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-02-18,0,0,4,0,0,0,0,0,0,0
El Dorado,2022-02-19,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-02-20,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-02-22,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-02-23,1,0,3,0,0,0,0,0,0,0
El Dorado,2022-02-24,0,0,6,0,0,0,0,0,0,0
El Dorado,2022-02-25,0,0,3,0,0,0,0,0,0,0
El Dorado,2022-02-26,1,0,2,0,0,0,0,0,0,0
El Dorado,2022-02-27,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-02-28,1,0,8,0,0,0,0,0,0,0
El Dorado,2022-03-01,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-03,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-03-04,2,0,3,0,0,0,0,0,0,0
El Dorado,2022-03-07,1,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-09,1,0,2,0,0,0,0,0,0,0
El Dorado,2022-03-11,1,0,2,0,0,0,0,0,0,0
El Dorado,2022-03-14,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-15,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-16,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-03-17,1,0,0,0,0,0,0,0,0,0
El Dorado,2022-03-19,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-20,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-03-22,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-03-25,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-27,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-03-28,0,0,4,0,0,0,0,0,0,0
El Dorado,2022-03-30,1,0,0,0,0,0,0,0,0,0
El Dorado,2022-04-01,0,0,3,0,0,0,0,0,0,0
El Dorado,2022-04-06,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-04-09,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-10,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-11,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-14,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-17,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-18,0,0,2,0,0,0,0,0,0,0
El Dorado,2022-04-22,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-25,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-27,0,0,1,0,0,0,0,0,0,0
El Dorado,2022-04-28,0,0,1,0,0,0,0,0,0,0
Fresno,2021-12-01,4,33,0,0,0,0,0,0,0,0
Fresno,2021-12-02,6,13,0,0,0,0,0,0,0,0
Fresno,2021-12-03,1,24,0,0,0,0,0,0,0,0
Fresno,2021-12-04,7,23,0,0,0,0,0,0,0,0
Fresno,2021-12-05,1,9,0,0,0,0,0,0,0,0
Fresno,2021-12-06,4,30,0,0,0,0,0,0,0,0
Fresno,2021-12-07,18,39,0,0,0,0,0,0,0,0
Fresno,2021-12-08,1,13,0,0,0,0,0,0,0,0
Fresno,2021-12-09,1,18,1,0,0,0,0,0,0,0
Fresno,2021-12-10,3,23,1,0,0,0,0,0,0,0
Fresno,2021-12-11,1,14,0,0,0,0,0,0,0,0
Fresno,2021-12-12,1,9,1,0,0,0,0,0,0,0
Fresno,2021-12-13,6,28,0,0,0,0,0,0,0,0
Fresno,2021-12-14,5,26,2,0,0,0,0,0,0,0
Fresno,2021-12-15,5,17,3,0,0,0,0,0,0,0
Fresno,2021-12-16,0,3,1,0,0,0,0,0,0,0
Fresno,2021-12-17,0,11,1,0,0,0,0,0,0,0
Fresno,2021-12-18,1,4,1,0,0,0,0,0,0,0
Fresno,2021-12-19,0,2,0,0,0,0,0,0,0,0
Fresno,2021-12-20,4,6,0,0,0,0,0,0,0,0
Fresno,2021-12-21,1,16,14,0,0,0,0,0,0,0
Fresno,2021-12-22,3,17,7,1,0,0,0,0,0,0
Fresno,2021-12-23,0,3,4,0,0,0,0,0,0,0
Fresno,2021-12-24,0,1,1,0,0,0,0,0,0,0
Fresno,2021-12-26,0,0,2,0,0,0,0,0,0,0
Fresno,2021-12-27,1,2,13,0,0,0,0,0,0,0
Fresno,2021-12-28,7,3,16,0,0,0,0,0,0,0
Fresno,2021-12-29,2,5,30,0,0,0,0,0,0,0
Fresno,2021-12-30,3,3,18,0,0,0,0,0,0,0
Fresno,2021-12-31,0,2,1,0,0,0,0,0,0,0
Fresno,2022-01-01,0,0,0,0,1,0,0,0,0,0
Fresno,2022-01-02,3,0,1,0,0,0,0,0,0,0
Fresno,2022-01-03,12,0,29,1,0,0,0,0,0,0
Fresno,2022-01-04,11,4,16,3,0,0,0,0,0,0
Fresno,2022-01-05,9,0,11,0,0,0,0,0,0,0
Fresno,2022-01-06,4,4,14,1,0,0,0,0,0,0
Fresno,2022-01-07,6,4,7,0,0,0,0,0,0,0
Fresno,2022-01-08,6,4,10,1,0,0,0,0,0,0
Fresno,2022-01-09,3,0,2,0,0,0,0,0,0,0
Fresno,2022-01-10,12,3,31,2,0,0,0,0,0,0
Fresno,2022-01-11,10,1,22,1,0,0,0,0,0,0
Fresno,2022-01-12,11,6,37,3,0,0,0,0,0,0
Fresno,2022-01-13,12,2,14,1,0,0,0,0,0,0
Fresno,2022-01-14,7,6,30,1,0,0,0,0,0,0
Fresno,2022-01-15,6,0,14,0,0,0,0,0,0,0
Fresno,2022-01-16,0,0,5,0,0,0,0,0,0,0
Fresno,2022-01-17,1,2,16,0,0,1,0,0,0,0
Fresno,2022-01-18,14,12,59,2,0,0,0,0,0,0
Fresno,2022-01-19,14,2,33,2,0,0,0,0,0,0
Fresno,2022-01-20,19,3,32,0,0,0,0,0,0,0
Fresno,2022-01-21,7,3,26,1,0,0,0,0,0,0
Fresno,2022-01-22,6,1,15,1,0,0,0,0,0,0
Fresno,2022-01-23,1,0,8,0,0,0,0,0,0,0
Fresno,2022-01-24,5,4,29,0,1,0,0,0,0,0
Fresno,2022-01-25,19,2,36,2,0,0,0,0,0,0
Fresno,2022-01-26,10,5,21,2,0,0,0,0,0,0
Fresno,2022-01-27,5,2,47,1,0,0,0,0,0,0
Fresno,2022-01-28,5,1,20,0,0,0,0,0,0,0
Fresno,2022-01-29,7,1,21,0,0,0,0,0,0,0
Fresno,2022-01-30,1,0,28,0,0,0,0,0,0,0
Fresno,2022-01-31,9,1,145,2,0,0,0,0,0,0
Fresno,2022-02-01,24,0,195,1,0,0,0,0,0,0
Fresno,2022-02-02,25,0,161,0,0,0,0,0,0,0
Fresno,2022-02-03,10,2,47,1,0,0,0,0,0,0
Fresno,2022-02-04,1,0,32,1,0,0,0,0,0,0
Fresno,2022-02-05,7,0,37,1,0,0,0,0,0,0
Fresno,2022-02-06,2,0,43,0,0,0,0,0,0,0
Fresno,2022-02-07,10,2,109,1,0,0,0,0,0,0
Fresno,2022-02-08,39,4,132,1,0,0,0,0,0,0
Fresno,2022-02-09,12,0,80,0,1,0,0,0,0,0
Fresno,2022-02-10,6,2,73,0,0,0,0,0,0,0
Fresno,2022-02-11,9,0,103,0,0,0,0,0,0,0
Fresno,2022-02-12,4,0,53,0,0,0,0,0,0,0
Fresno,2022-02-13,2,0,16,0,0,0,0,0,0,0
Fresno,2022-02-14,7,0,85,0,0,0,0,0,0,0
Fresno,2022-02-15,19,0,78,0,0,0,0,0,0,0
Fresno,2022-02-16,16,0,69,0,0,0,0,0,0,0
Fresno,2022-02-17,4,0,50,0,0,0,0,0,0,0
Fresno,2022-02-18,14,0,33,0,0,0,0,0,0,0
Fresno,2022-02-19,2,0,11,0,0,0,0,0,0,0
Fresno,2022-02-20,1,0,18,0,0,0,0,0,0,0
Fresno,2022-02-21,4,0,16,0,0,0,0,0,0,0
Fresno,2022-02-22,9,0,60,0,0,0,0,0,0,0
Fresno,2022-02-23,12,0,36,0,0,0,0,0,0,0
Fresno,2022-02-24,6,0,43,0,0,0,0,0,0,0
Fresno,2022-02-25,4,0,43,0,0,0,0,0,0,0
Fresno,2022-02-26,1,0,8,0,0,0,0,0,0,0
Fresno,2022-02-27,0,0,10,0,0,0,0,0,0,0
Fresno,2022-02-28,4,0,11,0,0,0,0,0,0,0
Fresno,2022-03-01,9,0,29,0,0,0,0,0,0,0
Fresno,2022-03-02,6,0,23,0,0,0,0,0,0,0
Fresno,2022-03-03,7,0,20,0,0,0,0,0,0,0
Fresno,2022-03-04,4,0,25,0,0,0,0,0,0,0
Fresno,2022-03-05,2,0,7,0,0,0,0,0,0,0
Fresno,2022-03-06,1,0,4,0,0,0,0,0,0,0
Fresno,2022-03-07,4,0,15,0,0,0,0,0,0,0
Fresno,2022-03-08,4,0,19,0,0,0,0,0,0,0
Fresno,2022-03-09,3,0,21,0,0,0,0,0,0,0
Fresno,2022-03-10,4,0,23,0,0,0,0,0,0,0
Fresno,2022-03-11,1,0,20,0,0,0,0,0,0,0
Fresno,2022-03-12,4,0,14,0,0,0,0,0,0,0
Fresno,2022-03-13,0,0,6,0,0,0,0,0,0,0
Fresno,2022-03-14,0,0,17,0,0,0,0,0,0,0
Fresno,2022-03-15,3,1,13,0,0,0,0,0,0,0
Fresno,2022-03-16,1,0,4,0,0,0,0,0,0,0
Fresno,2022-03-17,0,0,7,0,0,0,0,0,0,0
Fresno,2022-03-18,2,0,13,0,0,0,0,0,0,0
Fresno,2022-03-19,0,0,11,0,0,0,0,0,0,0
Fresno,2022-03-20,0,0,2,0,0,0,0,0,0,0
Fresno,2022-03-21,3,0,19,0,0,0,0,0,0,0
Fresno,2022-03-22,1,0,15,0,0,0,0,0,0,0
Fresno,2022-03-23,1,0,6,0,0,0,0,0,0,0
Fresno,2022-03-24,1,0,2,0,0,0,0,0,0,0
Fresno,2022-03-25,0,0,6,0,0,0,0,0,0,0
Fresno,2022-03-26,0,0,4,0,0,0,0,0,0,0
Fresno,2022-03-27,0,0,2,0,0,0,0,0,0,0
Fresno,2022-03-28,0,0,6,0,0,0,0,0,0,0
Fresno,2022-03-29,2,0,4,0,0,0,0,0,0,0
Fresno,2022-03-31,0,0,1,0,0,0,0,0,0,0
Fresno,2022-04-01,0,0,1,0,0,0,0,0,0,0
Fresno,2022-04-02,1,0,2,0,0,0,0,0,0,0
Fresno,2022-04-03,0,0,2,0,0,0,0,0,0,0
Fresno,2022-04-04,0,0,3,0,0,0,0,0,0,0
Fresno,2022-04-05,0,0,2,0,0,0,0,0,0,0
Fresno,2022-04-06,0,0,3,0,0,0,0,0,0,0
Fresno,2022-04-07,0,0,1,0,0,0,0,0,0,0
Fresno,2022-04-09,2,0,5,0,0,0,0,0,0,0
Fresno,2022-04-10,0,0,4,0,0,0,0,0,0,0
Fresno,2022-04-11,1,0,8,0,0,0,0,0,0,0
Fresno,2022-04-12,0,0,1,0,0,0,0,0,0,0
Fresno,2022-04-13,0,0,3,0,0,0,0,0,0,0
Fresno,2022-04-14,1,0,1,0,0,0,0,0,0,0
Fresno,2022-04-15,1,0,5,0,0,0,0,0,0,0
Fresno,2022-04-18,1,0,12,0,0,0,0,0,0,0
Fresno,2022-04-19,1,0,1,0,0,0,0,0,0,0
Fresno,2022-04-20,0,0,4,0,0,0,0,0,0,0
Fresno,2022-04-21,1,0,2,0,0,0,0,0,0,0
Fresno,2022-04-22,5,0,0,0,0,0,0,0,0,0
Fresno,2022-04-23,0,0,3,0,0,0,0,0,0,0
Fresno,2022-04-25,1,0,10,0,0,0,0,0,0,0
Fresno,2022-04-26,2,0,3,0,0,0,0,0,0,0
Fresno,2022-04-27,3,0,2,0,0,0,0,0,0,0
Fresno,2022-04-28,2,0,2,0,0,0,0,0,0,0
Fresno,2022-04-29,3,0,2,0,0,0,0,0,0,0
Fresno,2022-05-02,0,0,2,0,0,0,0,0,0,0
Fresno,2022-05-13,1,0,0,0,0,0,0,0,0,0
Glenn,2021-12-01,0,1,0,0,0,0,0,0,0,0
Glenn,2021-12-02,0,5,0,0,0,0,0,0,0,0
Glenn,2021-12-04,0,1,0,0,0,0,0,0,0,0
Glenn,2021-12-14,0,2,0,0,0,0,0,0,0,0
Glenn,2021-12-17,0,1,0,0,0,0,0,0,0,0
Glenn,2021-12-18,0,1,0,0,0,0,0,0,0,0
Glenn,2021-12-19,1,1,0,0,0,0,0,0,0,0
Glenn,2021-12-27,1,0,0,0,0,0,0,0,0,0
Glenn,2021-12-29,0,1,0,0,0,0,0,0,0,0
Glenn,2021-12-30,0,0,1,0,0,0,0,0,0,0
Glenn,2022-01-04,0,0,2,0,0,0,0,0,0,0
Glenn,2022-01-05,0,1,2,0,0,0,0,0,0,0
Glenn,2022-01-07,0,2,0,0,0,0,0,0,0,0
Glenn,2022-01-14,1,0,1,0,0,0,0,0,0,0
Glenn,2022-01-19,1,0,0,0,0,0,0,0,0,0
Glenn,2022-01-23,0,0,2,0,0,0,0,0,0,0
Glenn,2022-01-24,0,0,1,0,0,0,0,0,0,0
Glenn,2022-01-25,1,0,1,0,0,0,0,0,0,0
Glenn,2022-01-28,0,0,7,0,0,0,0,0,0,0
Glenn,2022-01-31,0,0,2,0,0,0,0,0,0,0
Glenn,2022-02-01,0,0,8,0,0,0,0,0,0,0
Glenn,2022-02-02,1,0,3,0,0,0,0,0,0,0
Glenn,2022-02-03,1,0,1,0,0,0,0,0,0,0
Glenn,2022-02-04,0,0,1,0,0,0,0,0,0,0
Glenn,2022-02-07,0,0,4,0,0,0,0,0,0,0
Glenn,2022-02-09,0,0,5,0,0,0,0,0,0,0
Glenn,2022-02-10,0,0,4,0,0,0,0,0,0,0
Glenn,2022-02-14,0,0,3,0,0,0,0,0,0,0
Glenn,2022-02-15,0,0,3,0,0,0,0,0,0,0
Glenn,2022-02-16,0,0,1,0,0,0,0,0,0,0
Glenn,2022-02-17,0,0,1,0,0,0,0,0,0,0
Glenn,2022-02-20,0,0,1,0,0,0,0,0,0,0
Glenn,2022-02-22,0,0,2,0,0,0,0,0,0,0
Glenn,2022-02-24,0,0,1,0,0,0,0,0,0,0
